"id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey","collId","recordId","references"
705484,"ASU","Plants","","PreservedSpecimen","bb1e86be-27b5-4a6b-b063-123d053c81af","","90776","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Elinor Lehto","","","","","","","Elinor Lehto",NA,"McGill, Dodson","L-20910","1977-02-12",1977,2,12,43,NA,"","","Large wash in steep-walled canyon","","","","",NA,"","Prosopis, Acacia greggii, Beloperone, Brickellia","flowers & fruit","",0,"",NA,NA,NA,NA,"","USA","Arizona","Yuma County","","Kofa Mountians; King Valley, Yaqui Wash","",0,NA,33.0209,-113.932,"",700,"TRS: T5S R16W S5","","","TRS data - 16 Nov 05","","",570,NA,NA,NA,NA,"1870ft","","","Roisan","2015-01-06 14:31:47","73800",1,"urn:uuid:bb1e86be-27b5-4a6b-b063-123d053c81af","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705484"
705509,"ASU","Plants","","PreservedSpecimen","760c2967-cda1-4a4a-a36e-0d40a75eda55","","174941","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez, 1993","","","","","","","Marc A. Baker",NA,"Chris Cutler","8002","1990-09-07",1990,9,7,250,NA,"","","Granite hillside","","Petals pale yellow, reflexed; leaves dark green","","",NA,"Petals pale yellow, reflexed; leaves dark green","Eriogonum fasciculatum, Simmondsia chinensis, Carnegiea gigantea, Opuntia bigleovii...","","",0,"",NA,NA,NA,NA,"","USA","Arizona","Pinal County","","N of Kearny, AZ; 3k southeast of Granite Mountain","",0,NA,33.1411,-110.988,"",700,"TRS: T3S R13E S26","","","TRS data - 16 Nov 05","","",786,NA,NA,NA,NA,"2580ft","","","Roisan","2015-01-06 14:31:47","73825",1,"urn:uuid:760c2967-cda1-4a4a-a36e-0d40a75eda55","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705509"
1850032,"ASU","Plants","","PreservedSpecimen","a10d2f31-4031-4908-bded-5e06ed95bfa9","","278397","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Doug Newton",NA,"John Alcock","455","2009-09-07",2009,9,7,250,NA,"","","Sonoran desert upland","","Perennial herb in bloom","","",NA,"Perennial herb in bloom"," Parkinsonia microphylla, Fouquieria splendens, Prosopis juliflora, Encelia farinosa, Lycium andersonii","","",0,"",NA,NA,NA,NA,"","USA","Arizona","La Paz County","","Indian springs canyon E/W. South faciing cliff face.","",0,NA,33.455203,-113.385506,"",NA,"UTM: 12 278282 3704298","","","","","",556,NA,NA,NA,NA,"1825ft","","","Doug","2015-01-06 14:31:47","199856",1,"urn:uuid:a10d2f31-4031-4908-bded-5e06ed95bfa9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1850032"
3025305,"ASU","Plants","","PreservedSpecimen","06b9b18e-1578-4299-89cf-ddfc8f04108d","ASU0050872","261150","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Marc Baker",NA,"","13900","2001-02-23",2001,2,23,54,NA,"","","Coastal scrub.","","Decumbent annual herb with numerous spreading main stems, herbage with pungent odor; flowers nodding, nearly rotate, pale yeJJow with yellow-bronze center; fruiting calyx somewhat rugose with acute ribs (10).","","",NA,"","Aphanisma blitoides, Astragalus trichopodus, Artiplex julacea, Encelia californica, Erodium cicutarium, Euphorbia misera, Lycium brevipes, L. californicum, Nicotiana clevlandii, Oligomeris linifolia, Salvia columbariae, and Trixis calfornica.","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","Bahía Falsa, Los Volcanes, 10km SW of Lázaro Cárdenas, along road on south side of cinder cone.","",NA,NA,30.458552,-116.027639,"",NA,"11 0593350E 3370000N","","","","","",20,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-07-13 14:23:47","",1,"urn:uuid:06b9b18e-1578-4299-89cf-ddfc8f04108d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025305"
3025306,"ASU","Plants","","PreservedSpecimen","0709a59c-4463-4e69-8707-820554ec9447","ASU0050873","249155","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Richard S. Felger",NA,"Ike Russell","14651","1966-08-02",1966,8,2,214,NA,"","","Low sand dunes and flats near sea.","","","","",NA,"","Suaeda moquinii, Opuntia fulgida, Lophocereus schottii, Maytenus phyllanthoides, Fouquieria diguettii, Allenrolfea occidentalis, Stenocereus thurberi, S. alamosensis.","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Mpio. de Guaymas. Yasícuri, small rocky peak (cerro) at end of sandy peninsula, west of Cochori.","",NA,NA,27.866964,-110.624406,"",7100,"","eochoa","","georef batch tool 2012-07-10","reviewed - high confidence","",8,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:0709a59c-4463-4e69-8707-820554ec9447","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025306"
3025310,"ASU","Plants","","PreservedSpecimen","c63ec1a3-1c26-430b-b47c-729ef083a358","ASU0050877","124207","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","Melissa Luckow",NA,"David Luckow & David Keil","13249","1979-09-03",1979,9,3,246,NA,"","","Basaltic hillside. Grassland.","","Flower yellow. Occasional.","","",NA,"","Cassia, Opuntia, Aloysia, Dasylirion, etc.","","",NA,"",NA,NA,NA,NA,"","Mexico","Chihuahua","","","7 miles NE of Janos at top of mountain with radio tower.","",NA,NA,30.888933,-108.192416,"",11200,"","alorozco","","GoogleEarth","reviewed - high confidence","",1706,NA,NA,NA,NA,"5600 feet","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:c63ec1a3-1c26-430b-b47c-729ef083a358","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025310"
3025311,"ASU","Plants","","PreservedSpecimen","1bf5dbe4-a221-4c35-a43e-fa7e6b5cb04e","ASU0050878","139135","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","Peg Gallagher",NA,"","83-17","1983-01-07",1983,1,7,7,NA,"","","Rocky volcanic hillside at south end of the bay.","","Fruiting calyx 10-sided.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","On a talus slope; Bahia Coyote.","",NA,NA,26.726858,-111.906978,"",5000,"","Velia","","georef batch tool 2013-01-18; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:1bf5dbe4-a221-4c35-a43e-fa7e6b5cb04e","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025311"
3025312,"ASU","Plants","","PreservedSpecimen","d92a1782-45c2-43db-aefe-122fd5f92bdf","ASU0050879","202501","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","M. E. Fishbein","1995","","","","","","T. R. Van Devender",NA,"R. K. Van Devender, V. W. Steinmann, R. L. Gilbertson, J. C. Piper","94-1026","1994-12-31",1994,12,31,365,NA,"","","Tropical deciduous forest.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Microondas La Luna, Cerro Las Tatemas, 13.8 km (by air) north-northwest of Alamos.","",NA,NA,27.11667,-109.0333,"",NA,"27d 07m N, 109d 02m W","","","","","",720,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:d92a1782-45c2-43db-aefe-122fd5f92bdf","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025312"
3025314,"ASU","Plants","","PreservedSpecimen","869cf011-41db-4f2b-84a3-2cba776216bb","ASU0050881","124742","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","T. F. Daniel",NA,"","1873","1982-01-06",1982,1,6,6,NA,"","","Desert flats.","","Herb; corolla yellow; scarce.","","",NA,"","Yucca, Idria, Agave, Pachycereus, Lophocereus, Opuntia, Larrea, and Pedilanthus.","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","2.2 mi E of MEX Hwy 1, on dirt road from El Crucero which is 13.2 mi N jct. MEX 1 to Bahia de Los Angeles.","",NA,NA,29.222124,-114.146196,"",40000,"","fscoburn","","georef batch tool 2012-12-24; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-07-13 14:23:47","",1,"urn:uuid:869cf011-41db-4f2b-84a3-2cba776216bb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025314"
3025315,"ASU","Plants","","PreservedSpecimen","605f414c-45c9-4bdb-b2be-6bdbcf03319b","ASU0050882","128262","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","T. F. Daniel",NA,"","2421","1983-01-09",1983,1,9,9,NA,"","","Desert flats.","","Herb; corolla yellowish; calyx 10-ribed; infrequent.","","",NA,"","Machaerocereus, Opuntia, Allionia, and Encelia.","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California Sur","","","Along Hwy 22, 1.5 mi W of Microondas Karlita and 12.9 mi E of San Carlos.","",NA,NA,24.715044,-112.097257,"",20000,"","alorozco","","GoogleEarth","reviewed - high confidence","",15,NA,NA,NA,NA,"50 feet","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:605f414c-45c9-4bdb-b2be-6bdbcf03319b","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025315"
3025316,"ASU","Plants","","PreservedSpecimen","d8aaea73-8ff4-4d13-84ae-be2c18d0f6a0","ASU0050883","178497","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","Jon P. Rebman",NA,"Bob Johnson","1026","1991-01-07",1991,1,7,7,NA,"","","Dominant plants include Opuntia sp. and Cenchrus palmeri.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California Sur","","","16 miles west of Vizcaino junction on the road to Bahia Tortugas.","",NA,NA,27.650612,-113.390372,"",25000,"","Velia","","georef batch tool 2013-01-25; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:d8aaea73-8ff4-4d13-84ae-be2c18d0f6a0","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025316"
3025317,"ASU","Plants","","PreservedSpecimen","10ff25e9-b582-4829-a0d0-ddb0a46bbb05","ASU0050884","128254","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","T. F. Daniel",NA,"","2383","1983-01-07",1983,1,7,7,NA,"","","","","Herb; corolla yellow; fruit 10-angled; infrequent.","","",NA,"","Pachycereus, Cercidium, Bursera, Lysiloma, and Fouquieria.","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California Sur","","","Low hills 7.8 mi S of Mulege along Hwy 1.","",NA,NA,26.890594,-111.981083,"",11500,"","alorozco","","GoogleEarth","reviewed - high confidence","",91,NA,NA,NA,NA,"300 feet","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:10ff25e9-b582-4829-a0d0-ddb0a46bbb05","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025317"
3025318,"ASU","Plants","","PreservedSpecimen","c0ea2308-14f5-4af4-8129-d64106ca9d7c","ASU0050885","114401","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","Richard S. Felger",NA,"Wade C. Sherbrooke","10704","1964-10-03",1964,10,3,277,NA,"","","","","Perennial, rare.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Plants of the Pinacate Region, Northwestern Sonora; Macdougal Crater; at base of yellowish cliffs at notch of southeastern wall of crater, ca. 50 feet below rim.","",NA,NA,31.77,-113.49,"",35000,"","alorozco","","georef batch tool 2013-05-02","reviewed - high confidence","",15,NA,NA,NA,NA,"50 feet","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:c0ea2308-14f5-4af4-8129-d64106ca9d7c","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025318"
3025319,"ASU","Plants","","PreservedSpecimen","5eacbd5d-86f2-4593-806b-e360d923a759","ASU0050886","199964","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Sam L. Friedman June","Jun 1995","","","","","","S. L. Friedman",NA,"","134-93","1993-02-07",1993,2,7,38,NA,"","","In lava beds. In lower Sonoran Desertscrub rocky basalt outcrop.","","Uncommon twining herb on shrubs; flowers yellow.","","",NA,"","Hyptis emoryi, Larrea tridentata, Encelia farinosa, and Lophocereus shottii.","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Pinacate vicinity. Parque Nacional de Pinacate, Grand Desierto Del Pinacate lava fields; 45 km west-northwest Sonoita, 8 km north-northeast Volcan El Elegante.","",NA,NA,31.91667,-113.35,"",NA,"31d 55m N, 113d 21m W","","","","","",200,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:5eacbd5d-86f2-4593-806b-e360d923a759","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025319"
3025321,"ASU","Plants","","PreservedSpecimen","645844da-bb76-46bb-9378-1ecb706fdcb9","ASU0050888","215600","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Jon Rebman",NA,"José Delgadillo","4423","1997-10-18",1997,10,18,291,NA,"","","Volcanic subsrtate wtih perennial water source.","","Annual; flowers yellow with greenish base, anthers yellow.","","",NA,"","Celtis reticulata, Cercidium microphyllum, Erythea sp.","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California Sur","","","Sierra San Francisco: North of San Ignacio: Cañón San Gregorio: northeast of the ranch San Francisco de la Sierra.","",NA,NA,27.66667,-112.9833,"",NA,"27d 40m N, 112d 59m W","","","","","",800,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:645844da-bb76-46bb-9378-1ecb706fdcb9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025321"
3025322,"ASU","Plants","","PreservedSpecimen","7d4eb6b8-c6d3-4832-ad6b-b18e33cd4df1","ASU0050889","76843","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","E. Lehto",NA,"T. Reeves","L-18601","1975-05-26",1975,5,26,146,NA,"","","Low foothills with Acacia.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","25 mi NE of MEX Hwy 15 on road to Horno (NE of Obregon).","",NA,NA,27.865417,-109.737725,"",40240,"","eochoa","","georef batch tool 2012-06-26","reviewed - high confidence","",274,NA,NA,NA,NA,"900 feet","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:7d4eb6b8-c6d3-4832-ad6b-b18e33cd4df1","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025322"
3025323,"ASU","Plants","","PreservedSpecimen","da819b3b-77dc-4c0b-9eee-efa5f87dd406","ASU0050890","126496","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Mahinda Martinez","1993","","","","","","",NA,"","","1982-08-22",1982,8,22,234,NA,"","","Sonoran desertscrub.","","Uncommon perennial herb mostly along roadside.","","",NA,"","Olneya tesota, Mimosa laxiflora, Fouquieria diguettii, Stenocereus thurberi.","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","17.4 mi by Tecolote Rd. (1.2 mi N. of El Oasis), W. of MEX Hwy 15 in bufflegrass pastures S. of road. Transect voucher, U. S. Fish & Wildlife Plains of Sonora.","",NA,NA,29.79583,-111.3,"",NA,"29d 47m 45s N, 111d 18m 00s W","","","","","",750,NA,NA,NA,NA,"","","","Amanda 2012_01_13","2015-01-06 14:31:47","",1,"urn:uuid:da819b3b-77dc-4c0b-9eee-efa5f87dd406","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025323"
